temperature,vibration,pressure,label
66.21561729256446,2.3413330342005985,0.8871350875481481,NORMAL
64.83859694475265,2.1399333790520783,0.9504802412696846,NORMAL
64.68997995316984,2.1224407738335067,1.099775379824288,NORMAL
56.65707963061205,1.7752484820190275,1.194563342756763,NORMAL
69.36157690014225,2.3791567817289163,1.1131551640177497,NORMAL
91.46593528366975,6.847897668307065,2.287197024845849,CRITICAL
69.92161199238292,1.8958440514663213,1.0001179130665951,NORMAL
96.11326639945516,7.539553046016119,1.703303218319237,CRITICAL
64.77294391033881,2.627328281819743,0.9898673371230291,NORMAL
67.41236207621593,1.790151433949707,1.133396514967619,NORMAL
67.49842555151467,2.8000715666960025,1.0258156838991526,NORMAL
69.59614467287602,1.7714525985023455,1.1457224811949345,NORMAL
68.76670810552267,1.9630590693943197,1.046806849170791,NORMAL
61.134951080722665,1.8433605289940023,1.1369263777649905,NORMAL
92.66446748053637,7.443729592251894,1.8730792416472386,CRITICAL
109.77547017945486,9.715065605591638,1.8991033048289792,CRITICAL
70.52762966478991,1.9038844821689618,1.3503171790905713,NORMAL
63.13583423954117,2.486977007158416,1.0754151682556017,NORMAL
71.10141448208859,2.079549176823976,1.2371098813911923,NORMAL
66.05641846139736,1.9808764143488102,1.352337333139956,NORMAL
60.580712818994336,2.153047240674555,1.2537396730684292,NORMAL
69.06262911197099,2.2375577931164203,1.1456355973132697,NORMAL
62.022325324080704,1.675575985778214,0.8641535857792536,NORMAL
69.34578032194636,2.0585230776267807,1.428776118738874,NORMAL
63.41795775152599,1.749172498934112,1.1939735481747105,NORMAL
70.45490212592983,2.019507389356634,1.162807869690025,NORMAL
64.90290197056133,1.9447902802402992,1.0481865943333144,NORMAL
56.65700370560902,1.81062765912779,1.16490933843875,NORMAL
72.2078431032895,1.7561529228990305,1.043112302480263,NORMAL
57.990744686038596,2.231538853170698,1.1014108356253125,NORMAL
61.230177055666616,1.6043094505092468,1.0338862887809028,NORMAL
57.07008343881021,2.2903383407010276,1.2253058210243915,NORMAL
65.26129245248741,1.8035690673128153,1.1317362633255361,NORMAL
63.25341601940901,1.8909280115254912,1.1336712295420612,NORMAL
62.70319550229878,1.9948981776548507,1.1407689736837179,NORMAL
59.57424736721101,2.2122373132593145,1.2862869121400178,NORMAL
60.87742919236163,1.8182960000192605,1.1017832254529758,NORMAL
84.59249868156938,7.646071085428643,2.0580850649233726,CRITICAL
72.93008408072676,1.4927985117180644,1.0156701688715049,NORMAL
69.19831932215594,1.6630414847373867,1.1360016465238225,NORMAL
69.13023585720754,1.862042221305458,1.2276263987873555,NORMAL
68.95312799581384,1.7348393314577812,1.0410839612011058,NORMAL
66.8368275340809,2.4500823827002964,0.9485426490941444,NORMAL
62.54423126428948,2.43092885586766,1.2302928421945811,NORMAL
68.06234397006801,1.3924880258971482,1.2307135423150715,NORMAL
66.4187551183075,2.491163493410856,1.0393036554127366,NORMAL
71.96001143172299,1.8974534539261594,1.122399496890105,NORMAL
65.09200815391719,1.6325000334019848,1.0662973625318624,NORMAL
73.59688953103648,2.3928332304207944,1.1336322969321282,NORMAL
91.8923375489189,8.28916528134542,1.8034137650399453,CRITICAL
68.60836032021618,2.0655977920271895,1.0602451303454223,NORMAL
64.07170511668092,2.5157121838525462,1.1037553076660565,NORMAL
65.24654165760111,2.1375167029871207,1.006204659115511,NORMAL
61.82857076155298,2.1755063996863395,1.08972325385124,NORMAL
67.43018144708819,2.0616367061108907,1.1610439819809495,NORMAL
61.89576200874442,2.4427637451511894,1.0472933881760227,NORMAL
66.00229815706865,1.9541435024557323,1.0872843970543271,NORMAL
71.41908429926781,2.443844528558262,0.8976068389017057,NORMAL
58.77130610644006,2.158069377099738,1.1346527018313002,NORMAL
67.63268341836154,1.8932195248739088,0.9734787964001804,NORMAL
63.86760554049236,2.10236475274761,1.2009585967891194,NORMAL
68.03361529568092,1.7269026974215147,1.075292056319228,NORMAL
65.35783118609696,1.4537719166593952,1.187660587984218,NORMAL
74.28851171768866,2.450585889556579,1.0442718690385449,NORMAL
75.2874773485585,2.0262421261042216,1.188444243738174,NORMAL
65.094095248703,2.027394418583405,0.9206846497545851,NORMAL
